ID_Cliente;Segmento;Regiao;Pais;ID_Produto;Categoria;Quantidade_Produtos;Valor_Venda
LO-7170;Corporativo;Bulawayo;Zimbabwe;OFF-ACC-10004322;Suprimentos;1;4,383
JG-5805;Corporativo;Adana;Turkey;OFF-STO-10002042;Suprimentos;1;4,212
JH-5820;Consumidor;Delta;Nigeria;OFF-SAN-10004746;Suprimentos;1;5,103
JS-5595;Corporativo;Izmir;Turkey;OFF-IBI-10003732;Suprimentos;1;3,396
EH-3765;Corporativo;Lagos;Nigeria;OFF-CAR-10001428;Suprimentos;1;2,286
CK-2205;Consumidor;Lagos;Nigeria;OFF-STO-10002661;Suprimentos;1;2,952
KB-6315;Consumidor;Istanbul;Turkey;OFF-FIS-10001399;Suprimentos;1;4,452
PV-8985;Home Office;Grand Casablanca;Morocco;OFF-HON-10001102;Suprimentos;1;8,76
VS-11820;Consumidor;Antalya;Turkey;OFF-IBI-10001951;Suprimentos;1;2,58
NC-8415;Consumidor;Izmir;Turkey;OFF-STA-10001791;Suprimentos;1;7,152
DW-3540;Consumidor;Adiyaman;Turkey;OFF-AVE-10004556;Suprimentos;1;1,908
NF-8385;Consumidor;Oyo;Nigeria;OFF-SME-10001853;Suprimentos;1;5,247
TS-21505;Consumidor;Santo Domingo;Dominican Republic;OFF-ST-10003056;Suprimentos;1;12,4
JP-15520;Consumidor;Buenos Aires;Argentina;OFF-EN-10004909;Suprimentos;2;16,152
GR-14560;Corporativo;Atlántida;Honduras;OFF-BI-10003184;Suprimentos;3;6,948
DA-13450;Home Office;Midi-Pyrénées;France;OFF-FA-10000189;Suprimentos;1;6,93
AS-10045;Corporativo;Stockholm;Sweden;OFF-LA-10001676;Suprimentos;1;4,08
GH-14410;Home Office;Victoria;Australia;OFF-BI-10002278;Suprimentos;2;24,57
JM-15265;Corporativo;Queensland;Australia;OFF-BI-10003582;Suprimentos;1;7,884
KL-16645;Consumidor;Ho Chí Minh City;Vietnam;OFF-BI-10002853;Suprimentos;1;9,4869
CS-12250;Corporativo;Selangor;Malaysia;TEC-AC-10001840;Tecnologia;5;180,6
HM-14980;Consumidor;New York;United States;OFF-BI-10004654;Suprimentos;1;4,616
DB-13555;Corporativo;Florida;United States;OFF-AR-10003469;Suprimentos;2;2,816
BF-11005;Home Office;California;United States;OFF-FA-10004248;Suprimentos;2;9,02
MC-17590;Corporativo;Texas;United States;OFF-LA-10000248;Suprimentos;2;5,904
TP-21130;Consumidor;Georgia;United States;OFF-SU-10003002;Suprimentos;2;5,04
KB-16315;Consumidor;Ohio;United States;OFF-BI-10002160;Suprimentos;2;2,286
LR-17035;Corporativo;Pennsylvania;United States;OFF-BI-10000848;Suprimentos;3;4,923
FP-14320;Consumidor;New York;United States;OFF-BI-10004140;Suprimentos;1;3,592
JS-16030;Consumidor;Mississippi;United States;OFF-BI-10000404;Suprimentos;1;8,6
BG-11035;Consumidor;Texas;United States;OFF-FA-10001561;Suprimentos;2;3,488
SV-20365;Consumidor;New York;United States;OFF-FA-10000304;Suprimentos;2;4,36
AH-10120;Home Office;Texas;United States;OFF-AR-10003651;Suprimentos;2;5,248
AA-10480;Consumidor;Michigan;United States;OFF-AR-10002578;Suprimentos;3;8,64
BG-11035;Consumidor;Virginia;United States;OFF-AR-10000246;Suprimentos;2;5,56
DB-13270;Home Office;Texas;United States;OFF-BI-10003166;Suprimentos;3;6,888
MP-8175;Home Office;Prague;Czech Republic;OFF-ACC-10003788;Suprimentos;1;6,12
DC-2850;Consumidor;Lagos;Nigeria;TEC-ENE-10000690;Tecnologia;4;100,404
HL-5040;Consumidor;Istanbul;Turkey;OFF-HON-10004698;Suprimentos;1;3,456
AW-930;Home Office;Abia;Nigeria;OFF-SME-10001718;Suprimentos;1;3,375
YC-11895;Corporativo;Edo;Nigeria;OFF-BOS-10001348;Suprimentos;1;9,639
CG-2520;Consumidor;Katsina;Nigeria;OFF-WIL-10001889;Suprimentos;2;2,718
TB-11250;Consumidor;Istanbul;Turkey;FUR-OFF-10001798;Moveis;1;36,684
ND-8460;Corporativo;Anambra;Nigeria;OFF-WIL-10003774;Suprimentos;1;1,935
PF-9165;Consumidor;Nevsehir;Turkey;OFF-HAR-10001948;Suprimentos;1;2,652
JR-5670;Consumidor;Budapest;Hungary;OFF-IBI-10001494;Suprimentos;1;9,27
PJ-8835;Corporativo;Cross River;Nigeria;OFF-JIF-10000704;Suprimentos;1;2,556
FW-14395;Corporativo;Rio de Janeiro;Brazil;OFF-LA-10000495;Suprimentos;5;8,88
PJ-19015;Consumidor;Colón;Panama;OFF-LA-10000845;Suprimentos;3;5,004
DW-13540;Consumidor;Yoro;Honduras;OFF-FA-10002491;Suprimentos;1;6,612
AS-10045;Corporativo;Panama;Panama;OFF-SU-10001892;Suprimentos;1;13,956
EH-14005;Home Office;England;United Kingdom;OFF-BI-10003650;Suprimentos;2;8,91
EM-13810;Corporativo;Madrid;Spain;OFF-PA-10002396;Suprimentos;1;17,88
EM-13825;Corporativo;F.C.T.;Pakistan;OFF-LA-10001497;Suprimentos;2;4,8
TS-21160;Corporativo;National Capital;Philippines;OFF-PA-10004260;Suprimentos;2;14,784
GT-14755;Consumidor;Uttar Pradesh;India;OFF-FA-10004910;Suprimentos;1;8,31
BG-11740;Consumidor;Punjab;Pakistan;FUR-TA-10000207;Moveis;4;374,856
JL-15175;Home Office;Jawa Barat;Indonesia;OFF-FA-10000838;Suprimentos;1;6,2646
AG-10270;Consumidor;Kiên Giang;Vietnam;OFF-BI-10003874;Suprimentos;2;9,6114
CA-12310;Corporativo;Sumatera Utara;Indonesia;OFF-PA-10004185;Suprimentos;1;12,5769
SA-20830;Consumidor;New South Wales;Australia;OFF-BI-10003188;Suprimentos;4;44,76
HP-14815;Home Office;Texas;United States;OFF-BI-10000756;Suprimentos;3;2,544
CC-12670;Consumidor;New York;United States;OFF-BI-10003460;Suprimentos;5;17,52
TS-21085;Consumidor;Arizona;United States;OFF-BI-10004352;Suprimentos;1;2,025
MS-17770;Consumidor;New York;United States;OFF-FA-10003021;Suprimentos;2;3,76
MY-18295;Corporativo;Maryland;United States;OFF-LA-10000452;Suprimentos;1;3,15
TP-21130;Consumidor;Georgia;United States;OFF-FA-10000053;Suprimentos;3;5,67
CM-12160;Consumidor;Pennsylvania;United States;OFF-BI-10004364;Suprimentos;3;5,346
KT-16465;Consumidor;Illinois;United States;OFF-BI-10004465;Suprimentos;2;3,168
RA-19885;Corporativo;Florida;United States;OFF-LA-10001613;Suprimentos;2;4,608
JP-16135;Home Office;Oklahoma;United States;OFF-AR-10002375;Suprimentos;2;6,56
DH-13075;Corporativo;Kentucky;United States;OFF-AR-10002833;Suprimentos;3;5,46
DS-13180;Corporativo;Texas;United States;OFF-FA-10000611;Suprimentos;3;3,552
SC-20380;Consumidor;Florida;United States;OFF-BI-10000301;Suprimentos;2;3,882
AH-10195;Corporativo;New York;United States;OFF-BI-10000138;Suprimentos;1;3,744
JK-15640;Home Office;Pennsylvania;United States;OFF-PA-10001526;Suprimentos;2;7,968
JE-15475;Consumidor;Texas;United States;OFF-BI-10004040;Suprimentos;6;6,216
PO-19180;Home Office;New York;United States;OFF-AR-10001427;Suprimentos;2;11,96
SC-20680;Home Office;California;United States;OFF-PA-10001609;Suprimentos;2;6,58
CS-11860;Consumidor;Ohio;United States;OFF-PA-10000791;Suprimentos;1;3,816
AC-10615;Corporativo;Texas;United States;OFF-ST-10002352;Suprimentos;2;12,768
EK-3795;Home Office;Rivers;Nigeria;OFF-STO-10001142;Suprimentos;1;4,347
DV-3045;Corporativo;Lagos;Nigeria;OFF-CAR-10002054;Suprimentos;1;1,602
MA-7995;Home Office;Coast;Kenya;OFF-CAR-10002931;Suprimentos;1;5,7
GP-4740;Corporativo;Manisa;Turkey;OFF-HON-10001204;Suprimentos;1;5,052
GH-4665;Consumidor;Ra's Al Khaymah;United Arab Emirates;OFF-AVE-10000357;Suprimentos;1;3,159
GH-4665;Consumidor;Ra's Al Khaymah;United Arab Emirates;OFF-AVE-10004827;Suprimentos;1;3,429
AA-480;Consumidor;Šiauliai;Lithuania;OFF-XER-10004012;Suprimentos;1;7,911
HF-4995;Consumidor;Dakar;Senegal;OFF-AVE-10003279;Suprimentos;1;5,91
SC-10440;Corporativo;Lagos;Nigeria;OFF-ADV-10003030;Suprimentos;1;3,087
GH-4485;Corporativo;Al Iskandariyah;Egypt;OFF-JIF-10002275;Suprimentos;1;12,06
TM-11010;Consumidor;Khatlon;Tajikistan;OFF-JIF-10000165;Suprimentos;1;4,428
PJ-8835;Corporativo;Bolu;Turkey;OFF-AVE-10003504;Suprimentos;1;4,692
AS-630;Home Office;Ardabil;Iran;OFF-HON-10001132;Suprimentos;1;4,56
MY-8295;Corporativo;Adana;Turkey;OFF-ADV-10004598;Suprimentos;1;5,352
DB-13060;Consumidor;Jalisco;Mexico;OFF-BI-10002126;Suprimentos;7;27,58
JD-15895;Corporativo;San Salvador;El Salvador;OFF-LA-10001701;Suprimentos;6;24,6
MO-17800;Home Office;Panama;Panama;OFF-BI-10002483;Suprimentos;2;3,84
TB-21355;Corporativo;Chihuahua;Mexico;TEC-AC-10001246;Tecnologia;2;78,44
EC-14050;Consumidor;Provincia de Buenos Aires;Argentina;OFF-BI-10004654;Suprimentos;1;6,09
EC-14050;Consumidor;Provincia de Buenos Aires;Argentina;OFF-LA-10000845;Suprimentos;2;3,336
LW-17125;Consumidor;North Holland;Netherlands;OFF-BI-10001507;Suprimentos;2;11,19
JB-15925;Consumidor;Rhineland-Palatinate;Germany;OFF-LA-10000321;Suprimentos;1;10,32
NK-18490;Home Office;Yangon;Myanmar (Burma);OFF-BI-10000168;Suprimentos;1;4,731
SS-20590;Consumidor;National Capital;Philippines;OFF-FA-10003782;Suprimentos;1;7,7385
CR-12730;Consumidor;Ohio;United States;OFF-BI-10002827;Suprimentos;2;3,318
CA-12775;Consumidor;Pennsylvania;United States;OFF-BI-10003094;Suprimentos;3;3,168
BF-11005;Home Office;California;United States;OFF-ST-10001505;Suprimentos;1;5,98
JW-15955;Consumidor;New York;United States;OFF-AR-10003602;Suprimentos;2;11,68
FA-14230;Corporativo;Colorado;United States;FUR-FU-10003026;Moveis;4;15,488
MS-17710;Consumidor;Michigan;United States;FUR-FU-10004020;Moveis;1;5,47
MP-17965;Corporativo;Tennessee;United States;OFF-BI-10000145;Suprimentos;3;2,808
AG-10495;Corporativo;Washington;United States;OFF-BI-10004140;Suprimentos;1;3,592
SG-20605;Consumidor;New York;United States;OFF-BI-10003712;Suprimentos;2;7,856
SU-20665;Home Office;North Carolina;United States;OFF-LA-10004559;Suprimentos;4;9,216
TH-21235;Corporativo;California;United States;OFF-AR-10000940;Suprimentos;1;2,94
SC-20575;Consumidor;Florida;United States;OFF-BI-10000145;Suprimentos;2;1,872
JA-15970;Consumidor;Oregon;United States;OFF-AR-10001473;Suprimentos;2;5,248
RD-19930;Consumidor;Texas;United States;OFF-BI-10002609;Suprimentos;3;1,788
XP-21865;Consumidor;New Jersey;United States;OFF-PA-10004888;Suprimentos;1;6,48
KE-16420;Corporativo;California;United States;OFF-EN-10001415;Suprimentos;2;11,16
QJ-9255;Corporativo;Panevezys;Lithuania;OFF-SME-10000880;Suprimentos;1;3,231
JS-5880;Consumidor;Plateau;Nigeria;OFF-WIL-10002593;Suprimentos;1;1,809
NC-8340;Consumidor;Istanbul;Turkey;OFF-CAR-10002054;Suprimentos;2;4,272
Co-2640;Consumidor;Lagos;Nigeria;OFF-FEL-10000070;Suprimentos;2;12,096
CM-1830;Corporativo;Lagos;Nigeria;OFF-KLE-10000466;Suprimentos;6;48,708
CR-2730;Consumidor;Lagos;Nigeria;OFF-OIC-10003366;Suprimentos;1;3,438
SG-10890;Corporativo;Anambra;Nigeria;OFF-FIS-10002949;Suprimentos;1;4,329
JS-5595;Corporativo;Izmir;Turkey;OFF-ADV-10003196;Suprimentos;1;3,324
SC-10440;Corporativo;Lagos;Nigeria;OFF-FEL-10003848;Suprimentos;1;17,361
BS-1755;Consumidor;Rivers;Nigeria;OFF-STA-10000054;Suprimentos;1;3,393
CC-2100;Home Office;Budapest;Hungary;OFF-STI-10003510;Suprimentos;1;44,37
OT-8730;Consumidor;Qostanay;Kazakhstan;OFF-HON-10004825;Suprimentos;1;1,962
SC-10305;Consumidor;Kano;Nigeria;OFF-HAR-10001531;Suprimentos;1;2,475
NC-8415;Consumidor;Borno;Nigeria;OFF-HON-10000934;Suprimentos;1;3,258
PJ-8835;Corporativo;Cross River;Nigeria;OFF-HAR-10001262;Suprimentos;1;3,222
IM-15055;Consumidor;San Salvador;El Salvador;OFF-BI-10002796;Suprimentos;2;16,92
DB-12910;Home Office;Córdoba;Argentina;OFF-BI-10004145;Suprimentos;4;3,624
JS-15685;Corporativo;Bahia;Brazil;OFF-EN-10004479;Suprimentos;2;5,12
SC-20050;Home Office;Ceará;Brazil;OFF-AR-10004559;Suprimentos;1;6,944
MC-17635;Corporativo;Santa Ana;El Salvador;OFF-BI-10001275;Suprimentos;5;22,3
JG-15160;Consumidor;México;Mexico;OFF-BI-10001430;Suprimentos;1;4,48
JK-16090;Consumidor;Buenos Aires;Argentina;OFF-BI-10002455;Suprimentos;1;6,324
CM-11815;Corporativo;Lima (city);Peru;OFF-LA-10004947;Suprimentos;1;4,704
JC-16105;Corporativo;England;United Kingdom;OFF-BI-10000282;Suprimentos;1;16,98
KD-16615;Corporativo;Hamburg;Germany;OFF-BI-10004712;Suprimentos;1;4,8
BF-11020;Corporativo;North Holland;Netherlands;OFF-ST-10000875;Suprimentos;2;48,96
JH-16180;Consumidor;Aquitaine;France;OFF-LA-10001375;Suprimentos;2;21
KM-16660;Consumidor;Jakarta;Indonesia;OFF-FA-10004298;Suprimentos;1;5,724
MS-17770;Consumidor;Jakarta;Indonesia;OFF-FA-10000549;Suprimentos;1;5,8194
SC-20770;Corporativo;Madhya Pradesh;India;OFF-LA-10000540;Suprimentos;2;9,3
IL-15100;Consumidor;Otago;New Zealand;OFF-AR-10004746;Suprimentos;4;40,464
PG-18895;Consumidor;Minnesota;United States;OFF-LA-10000134;Suprimentos;2;6,16
JM-15250;Consumidor;North Carolina;United States;OFF-AR-10000390;Suprimentos;1;3,304
LC-16885;Consumidor;California;United States;OFF-FA-10002988;Suprimentos;2;4,02
RF-19735;Consumidor;Michigan;United States;OFF-BI-10000546;Suprimentos;1;2,88
RW-19630;Corporativo;California;United States;OFF-BI-10001759;Suprimentos;2;6,096
AM-10360;Corporativo;California;United States;OFF-AR-10001868;Suprimentos;6;10,08
JK-15730;Consumidor;Texas;United States;OFF-BI-10000756;Suprimentos;5;4,24
BM-11785;Consumidor;Ohio;United States;OFF-LA-10003720;Suprimentos;2;5,904
IM-15070;Consumidor;Colorado;United States;OFF-AR-10001545;Suprimentos;3;4,224
TC-21295;Consumidor;Florida;United States;OFF-AR-10002335;Suprimentos;1;2,064
MG-17890;Home Office;California;United States;OFF-FA-10002676;Suprimentos;1;1,81
JF-15295;Consumidor;Texas;United States;OFF-LA-10004178;Suprimentos;4;13,216
MC-17575;Consumidor;Illinois;United States;OFF-AP-10004249;Suprimentos;1;2,394
MG-17875;Home Office;Texas;United States;OFF-BI-10000320;Suprimentos;3;4,428
GD-14590;Corporativo;Washington;United States;OFF-BI-10003314;Suprimentos;1;3,856
RD-19720;Consumidor;Arizona;United States;OFF-FA-10004838;Suprimentos;3;4,464
AA-10645;Consumidor;California;United States;OFF-PA-10003172;Suprimentos;2;12,96
NM-18445;Home Office;New York;United States;OFF-BI-10002412;Suprimentos;3;13,92
LS-16975;Home Office;Texas;United States;OFF-EN-10001415;Suprimentos;1;4,464
BO-11350;Corporativo;Pennsylvania;United States;OFF-FA-10002280;Suprimentos;2;8
AG-10525;Corporativo;New York;United States;OFF-BI-10000605;Suprimentos;2;6,096
JD-15895;Corporativo;Virginia;United States;OFF-SU-10004664;Suprimentos;5;40,7
NC-18625;Corporativo;Indiana;United States;TEC-AC-10003433;Tecnologia;2;1,98
JM-6195;Consumidor;Aydin;Turkey;OFF-SME-10002467;Suprimentos;1;2,688
DK-2895;Consumidor;Sistan Va Baluchestan;Iran;OFF-JIF-10003842;Suprimentos;1;10,92
GZ-4545;Corporativo;Lagos;Nigeria;OFF-WIL-10000604;Suprimentos;1;3,744
PM-9135;Home Office;Samsun;Turkey;OFF-IBI-10001640;Suprimentos;1;2,796
CM-2235;Consumidor;Baghdad;Iraq;OFF-ACC-10001285;Suprimentos;1;8,58
AZ-750;Consumidor;Nampula;Mozambique;OFF-IBI-10004855;Suprimentos;4;29,4
AH-30;Corporativo;Rivers;Nigeria;OFF-SME-10003134;Suprimentos;1;3,24
CC-2145;Consumidor;Mersin;Turkey;OFF-SME-10003805;Suprimentos;1;4,38
BD-1320;Consumidor;Qaraghandy;Kazakhstan;OFF-SME-10000018;Suprimentos;1;2,07
NL-8310;Home Office;Istanbul;Turkey;FUR-TEN-10000002;Moveis;1;10,116
NF-8385;Consumidor;Oyo;Nigeria;OFF-IBI-10004916;Suprimentos;1;4,203
BH-11710;Consumidor;Ceará;Brazil;OFF-LA-10001228;Suprimentos;2;4,512
MC-17575;Consumidor;Panama;Panama;OFF-LA-10002199;Suprimentos;1;3,3
RS-19870;Home Office;Alagoas;Brazil;OFF-FA-10002831;Suprimentos;2;4,688
MC-18130;Corporativo;Chubut;Argentina;OFF-BI-10000765;Suprimentos;2;2,364
JL-15835;Consumidor;Francisco Morazán;Honduras;OFF-BI-10000136;Suprimentos;1;3,708
JS-16030;Consumidor;Hovedstaden;Denmark;OFF-BI-10001119;Suprimentos;1;2,955
AB-10015;Consumidor;Queensland;Australia;OFF-BI-10000106;Suprimentos;3;12,96
AG-10330;Consumidor;Calabarzon;Philippines;OFF-BI-10001286;Suprimentos;7;50,5155
TS-21610;Consumidor;Arizona;United States;OFF-BI-10003274;Suprimentos;2;2,388
AJ-10780;Corporativo;Virginia;United States;OFF-LA-10004272;Suprimentos;1;2,89
JD-16015;Consumidor;Illinois;United States;OFF-FA-10003059;Suprimentos;2;2,896
SM-20320;Home Office;Florida;United States;OFF-AR-10003183;Suprimentos;3;8,016
FC-14335;Corporativo;Texas;United States;OFF-PA-10003953;Suprimentos;1;5,184
MT-17815;Consumidor;Mississippi;United States;OFF-ST-10000321;Suprimentos;1;7,89
TS-21340;Consumidor;New York;United States;OFF-BI-10000605;Suprimentos;1;3,048
LC-16930;Corporativo;California;United States;OFF-BI-10003291;Suprimentos;3;20,952
DD-13570;Consumidor;Texas;United States;OFF-BI-10003676;Suprimentos;2;4,312
KC-16540;Consumidor;Texas;United States;OFF-BI-10002393;Suprimentos;2;2,296
CM-12385;Consumidor;Illinois;United States;FUR-FU-10004909;Moveis;1;6,464
Dl-13600;Corporativo;Washington;United States;OFF-ST-10002957;Suprimentos;3;15,84
KB-16315;Consumidor;Delaware;United States;OFF-PA-10002659;Suprimentos;1;3,38
PC-18745;Corporativo;Colorado;United States;OFF-BI-10002813;Suprimentos;2;1,188
DK-12835;Corporativo;California;United States;OFF-LA-10003766;Suprimentos;1;3,15
EB-13705;Corporativo;Texas;United States;OFF-PA-10000357;Suprimentos;3;98,376
JO-15550;Home Office;California;United States;OFF-FA-10000490;Suprimentos;2;2,48
KT-16480;Consumidor;New Jersey;United States;OFF-LA-10004055;Suprimentos;1;4,91
BO-11425;Consumidor;New York;United States;OFF-AR-10000817;Suprimentos;2;6,08
VP-21760;Corporativo;Texas;United States;OFF-ST-10000036;Suprimentos;3;237,096
SM-20320;Home Office;California;United States;OFF-PA-10001526;Suprimentos;2;9,96
LS-17200;Corporativo;California;United States;OFF-BI-10002012;Suprimentos;3;4,32
AS-10630;Home Office;Tennessee;United States;OFF-LA-10003190;Suprimentos;2;4,608
DF-13135;Consumidor;Illinois;United States;OFF-BI-10000546;Suprimentos;3;1,728
MM-17920;Consumidor;New York;United States;OFF-AR-10003190;Suprimentos;1;2,88
AS-10090;Consumidor;New York;United States;OFF-BI-10003355;Suprimentos;1;3,984
PT-19090;Consumidor;Illinois;United States;OFF-BI-10001116;Suprimentos;2;2,112
Co-2640;Consumidor;Istanbul;Turkey;OFF-IBI-10001951;Suprimentos;1;2,58
RH-9510;Home Office;Fromager;Cote d'Ivoire;OFF-IBI-10000779;Suprimentos;1;10,41
PW-9030;Corporativo;Lebap;Turkmenistan;OFF-ADV-10000177;Suprimentos;1;3,294
EM-4140;Home Office;Nairobi;Kenya;OFF-WIL-10002947;Suprimentos;1;5,91
RH-9510;Home Office;Ankara;Turkey;OFF-CAR-10000319;Suprimentos;1;4,944
AB-60;Home Office;Marrakech-Tensift-El Haouz;Morocco;OFF-NOV-10003499;Suprimentos;2;20,52
TB-11520;Consumidor;Khomas;Namibia;OFF-STO-10000876;Suprimentos;1;13,41
VT-11700;Home Office;Kaduna;Nigeria;OFF-XER-10004042;Suprimentos;1;3,978
RW-9690;Consumidor;Ashgabat;Turkmenistan;OFF-XER-10001429;Suprimentos;1;3,951
LS-6975;Home Office;Mersin;Turkey;OFF-IBI-10004855;Suprimentos;1;2,94
EH-13990;Consumidor;La Vega;Dominican Republic;OFF-FA-10004401;Suprimentos;7;42,784
EM-13810;Corporativo;Bahia;Brazil;OFF-FA-10002992;Suprimentos;2;8,928
CS-12400;Home Office;Florida;United States;OFF-BI-10001679;Suprimentos;2;5,328
TD-20995;Consumidor;Massachusetts;United States;OFF-AR-10004027;Suprimentos;3;7,56
MS-17830;Consumidor;Texas;United States;OFF-AR-10004078;Suprimentos;2;9,344
CM-12160;Consumidor;Texas;United States;OFF-SU-10001935;Suprimentos;1;1,744
SP-20620;Corporativo;Pennsylvania;United States;OFF-AR-10003602;Suprimentos;1;4,672
JF-15565;Consumidor;Texas;United States;OFF-FA-10000585;Suprimentos;4;11,168
EA-14035;Corporativo;Illinois;United States;OFF-FA-10000304;Suprimentos;4;6,976
SS-20140;Corporativo;Florida;United States;TEC-AC-10003433;Tecnologia;3;2,376
DM-12955;Corporativo;Texas;United States;OFF-AR-10001868;Suprimentos;1;1,344
AF-10870;Consumidor;Florida;United States;OFF-SU-10001225;Suprimentos;1;2,944
JK-16120;Home Office;Texas;United States;OFF-PA-10003657;Suprimentos;2;6,848
HM-14860;Corporativo;Texas;United States;OFF-BI-10002827;Suprimentos;3;3,318
EA-14035;Corporativo;California;United States;OFF-AR-10002804;Suprimentos;2;9,78
FH-14275;Corporativo;Virginia;United States;OFF-AR-10001022;Suprimentos;1;2,84
LW-17215;Consumidor;Illinois;United States;OFF-BI-10000279;Suprimentos;1;2,89
LA-16780;Corporativo;Texas;United States;FUR-FU-10000206;Moveis;2;2,328
BD-11500;Consumidor;Illinois;United States;OFF-BI-10000343;Suprimentos;3;2,946
MH-17290;Home Office;New Mexico;United States;OFF-AR-10001972;Suprimentos;5;8,4
AB-10060;Home Office;Indiana;United States;OFF-PA-10002615;Suprimentos;1;4,41
CR-2730;Consumidor;Khatlon;Tajikistan;OFF-HON-10003921;Suprimentos;1;3,024
AG-525;Corporativo;Lagos;Nigeria;OFF-ACC-10000218;Suprimentos;1;2,448
CD-2280;Consumidor;Kampala;Uganda;OFF-ACC-10000218;Suprimentos;1;2,448
BF-975;Corporativo;Makkah;Saudi Arabia;OFF-AVE-10004556;Suprimentos;1;4,77
JS-5595;Corporativo;Istanbul;Turkey;OFF-STA-10002654;Suprimentos;1;9,912
MV-8190;Consumidor;Lagos;Nigeria;OFF-AVE-10002014;Suprimentos;1;2,925
EB-3930;Consumidor;Tehran;Iran;TEC-MEM-10003302;Tecnologia;1;46,71
BF-1080;Consumidor;Lagos;Nigeria;OFF-STO-10003021;Suprimentos;1;3,888
LH-6750;Consumidor;Istanbul;Turkey;OFF-ACC-10000307;Suprimentos;1;3,216
BM-1785;Consumidor;Bulawayo;Zimbabwe;OFF-NOV-10003964;Suprimentos;1;2,592
CG-2040;Home Office;Lagos;Nigeria;OFF-GRE-10003943;Suprimentos;1;7,56
TC-21475;Home Office;Santa Catarina;Brazil;OFF-BI-10001199;Suprimentos;1;2,384
AD-10180;Home Office;Buenos Aires;Argentina;OFF-LA-10002927;Suprimentos;1;3,804
RB-19570;Consumidor;La Paz;Bolivia;OFF-BI-10000963;Suprimentos;1;5,72
RB-19330;Consumidor;Baja California;Mexico;OFF-BI-10001275;Suprimentos;1;4,46
EH-13945;Consumidor;México;Mexico;OFF-BI-10003856;Suprimentos;1;5,94
SJ-20215;Consumidor;Distrito Federal;Mexico;OFF-SU-10001722;Suprimentos;7;175,42
SC-20380;Consumidor;Panama;Panama;OFF-FA-10003022;Suprimentos;1;6,672
FC-14335;Corporativo;Distrito Federal;Mexico;OFF-LA-10002068;Suprimentos;1;7,26
FC-14335;Corporativo;Buenos Aires;Argentina;OFF-BI-10000490;Suprimentos;1;2,838
RB-19645;Corporativo;Artibonite;Haiti;FUR-FU-10000790;Moveis;1;3,768
GP-14740;Corporativo;Lazio;Italy;OFF-BI-10002193;Suprimentos;2;9,78
AJ-10780;Corporativo;Bremen;Germany;OFF-BI-10002935;Suprimentos;6;74,88
CR-12820;Home Office;Vienna;Austria;OFF-ST-10000624;Suprimentos;1;128,37
ML-17410;Consumidor;Tasmania;Australia;OFF-AR-10001134;Suprimentos;1;8,694
DK-13225;Corporativo;Jiangsu;China;OFF-PA-10004727;Suprimentos;3;79,47
SC-20260;Corporativo;National Capital;Philippines;OFF-FA-10004910;Suprimentos;1;4,5705
AR-10510;Consumidor;Pennsylvania;United States;OFF-BI-10000848;Suprimentos;2;3,282
JO-15550;Home Office;Pennsylvania;United States;OFF-AR-10001118;Suprimentos;1;2,696
ES-14020;Consumidor;California;United States;OFF-LA-10001569;Suprimentos;2;9,96
NF-18595;Home Office;New York;United States;OFF-AR-10000716;Suprimentos;2;11,16
BT-11305;Home Office;Washington;United States;OFF-BI-10002160;Suprimentos;2;6,096
BF-10975;Corporativo;North Carolina;United States;FUR-FU-10003829;Moveis;2;4,928
KF-16285;Home Office;California;United States;OFF-PA-10003172;Suprimentos;2;12,96
AJ-10795;Corporativo;California;United States;OFF-LA-10001474;Suprimentos;9;274,77
SS-20590;Consumidor;Kansas;United States;OFF-LA-10003148;Suprimentos;3;18,9
LS-16975;Home Office;Maryland;United States;OFF-AR-10004582;Suprimentos;1;1,64
CB-12415;Consumidor;Illinois;United States;OFF-BI-10000014;Suprimentos;1;2,182
CS-11860;Consumidor;New York;United States;OFF-AR-10001026;Suprimentos;3;6,6
LC-17050;Consumidor;California;United States;OFF-AR-10003829;Suprimentos;2;6,56
XP-21865;Consumidor;California;United States;OFF-AR-10001547;Suprimentos;1;2,21
KH-16690;Corporativo;Virginia;United States;OFF-AR-10001573;Suprimentos;4;9,32
KD-16345;Consumidor;New York;United States;OFF-BI-10003196;Suprimentos;2;5,984
EM-13960;Consumidor;Illinois;United States;OFF-BI-10003196;Suprimentos;4;2,992
JM-15265;Corporativo;Illinois;United States;OFF-BI-10004364;Suprimentos;3;3,564
KH-16690;Corporativo;California;United States;OFF-PA-10003953;Suprimentos;2;12,96
GA-14515;Consumidor;Texas;United States;OFF-PA-10001526;Suprimentos;1;3,984
KM-6720;Consumidor;Afyonkarahisar;Turkey;OFF-ACC-10003788;Suprimentos;1;2,448
JG-5805;Corporativo;Izmir;Turkey;OFF-FIS-10004067;Suprimentos;1;5,532
KB-6315;Consumidor;Kano;Nigeria;OFF-IBI-10001951;Suprimentos;1;1,935
AJ-780;Corporativo;Lagos;Nigeria;OFF-CAR-10001911;Suprimentos;1;3,438
PB-8805;Home Office;Cross River;Nigeria;OFF-CAR-10003373;Suprimentos;1;2,052
LO-7170;Corporativo;Bulawayo;Zimbabwe;OFF-IBI-10003732;Suprimentos;1;2,547
DJ-3420;Corporativo;Abia;Nigeria;OFF-FIS-10001797;Suprimentos;1;12,51
